iter	MultiClass
0	1.371533807
1	1.357438688
2	1.345197829
3	1.333470421
4	1.320560768
5	1.309406109
6	1.296848421
7	1.285044499
8	1.273602106
9	1.262821158
10	1.251673748
11	1.241796271
12	1.232093065
13	1.221614348
14	1.211944165
15	1.202027424
16	1.192042224
17	1.182781492
18	1.174276337
19	1.165849207
20	1.157390766
21	1.148702682
22	1.140762927
23	1.132700145
24	1.125230952
25	1.117380698
26	1.109721327
27	1.102242067
28	1.095407237
29	1.08843448
30	1.081787411
31	1.074320333
32	1.067338515
33	1.061003846
34	1.054890867
35	1.048382531
36	1.041826071
37	1.035310688
38	1.02921422
39	1.020638692
40	1.011710696
41	1.005705441
42	0.9999206669
43	0.9946757208
44	0.9872778069
45	0.9822425701
46	0.9767651619
47	0.9710882128
48	0.965893001
49	0.9605177795
50	0.9547840488
51	0.9493624154
52	0.9447118637
53	0.9394977247
54	0.9346639417
55	0.927276196
56	0.9225848703
57	0.9154019008
58	0.9104449903
59	0.905642417
60	0.9016673043
61	0.8972028028
62	0.893345985
63	0.8888605428
64	0.8839829655
65	0.8778668653
66	0.8740668291
67	0.8676249396
68	0.8634183715
69	0.8595284311
70	0.8560917365
71	0.849945836
72	0.8442779981
73	0.8403930916
74	0.8340795143
75	0.8309301003
76	0.8265886759
77	0.8231167445
78	0.8190609395
79	0.8145112657
80	0.8094787472
81	0.8058788559
82	0.8026560486
83	0.7989612194
84	0.7944746698
85	0.7914051929
86	0.7884320635
87	0.7851774424
88	0.7821439071
89	0.7794153713
90	0.7760307768
91	0.7731225838
92	0.7681664787
93	0.7649859053
94	0.7616159089
95	0.7587619805
96	0.7564660015
97	0.7531769994
98	0.7504232442
99	0.7476649585
100	0.7428831749
101	0.738437047
102	0.7351233288
103	0.7313662311
104	0.7285598723
105	0.7254617026
106	0.7230913237
107	0.7203796513
108	0.7170816386
109	0.712907891
110	0.7093591938
111	0.7070164002
112	0.7044269491
113	0.7023737516
114	0.699608922
115	0.6974475475
116	0.6943067413
117	0.691274112
118	0.6893846146
119	0.6872010913
120	0.6837637927
121	0.6806475515
122	0.6780108831
123	0.6755134
124	0.6716640826
125	0.669884071
126	0.6660648558
127	0.6643820977
128	0.6619566487
129	0.6591382591
130	0.6565525834
131	0.6537247805
132	0.6514640887
133	0.6491950407
134	0.6459555714
135	0.6429878282
136	0.6406600858
137	0.6371188386
138	0.6347531914
139	0.6323523075
140	0.6301177916
141	0.6271317252
142	0.6248971086
143	0.6231490617
144	0.620043895
145	0.617099257
146	0.6145067856
147	0.6123726945
148	0.6095512343
149	0.6071685728
150	0.6055583018
151	0.6036343226
152	0.6019890162
153	0.5999031995
154	0.5971357019
155	0.5952902001
156	0.5928969173
157	0.5899927513
158	0.587635561
159	0.5863647209
160	0.5847314957
161	0.5824464401
162	0.5807778773
163	0.579242711
164	0.5766915673
165	0.5737477348
166	0.5719426546
167	0.5701039989
168	0.5673753624
169	0.5657761658
170	0.5640492107
171	0.5621856375
172	0.5594468327
173	0.5573755135
174	0.5548499416
175	0.5529443863
176	0.551623661
177	0.5497607925
178	0.5474068742
179	0.5460066648
180	0.54364434
181	0.541871577
182	0.5396186876
183	0.5371282015
184	0.5355365053
185	0.5327548123
186	0.5308712045
187	0.5292531814
188	0.5278476361
189	0.5264542727
190	0.5255177795
191	0.5242040512
192	0.5230415895
193	0.5212952038
194	0.5192327944
195	0.5183926486
196	0.5167981335
197	0.5155666076
198	0.5135404418
199	0.5122848039
200	0.5108623953
201	0.5092997946
202	0.5076863523
203	0.5062424493
204	0.5047919016
205	0.5035462307
206	0.5015713595
207	0.5005301124
208	0.4996502497
209	0.4977811393
210	0.4965334548
211	0.4942009806
212	0.4926390846
213	0.4911169056
214	0.4891625221
215	0.4880299613
216	0.4861076937
217	0.4851584649
218	0.4840599831
219	0.4823711844
220	0.4810514659
221	0.4794340971
222	0.4776757812
223	0.4759125322
224	0.4746276981
225	0.4738220341
226	0.4725495329
227	0.471711451
228	0.4703374174
229	0.4690829877
230	0.4674496617
231	0.4661179124
232	0.4644497523
233	0.4634257208
234	0.4623967059
235	0.461389739
236	0.4601500081
237	0.4590739268
238	0.457047761
239	0.4559031693
240	0.4547785619
241	0.4540963777
242	0.4531885772
243	0.4515959246
244	0.4509248651
245	0.4498676103
246	0.4488687983
247	0.4478623852
248	0.4471082676
249	0.4457900592
250	0.4449126128
251	0.4437388752
252	0.4427723301
253	0.4419131564
254	0.4403902223
255	0.4397507752
256	0.4389020216
257	0.4379030586
258	0.4364170224
259	0.4346668613
260	0.4341116805
261	0.4333338535
262	0.4318281351
263	0.4309197306
264	0.4302138873
265	0.429660116
266	0.4282974589
267	0.4269273518
268	0.4256002839
269	0.4244234254
270	0.4229518867
271	0.4220299664
272	0.4213630346
273	0.4202824984
274	0.4191475969
275	0.4183408253
276	0.4177208592
277	0.4169170576
278	0.4155881776
279	0.414222324
280	0.4134100656
281	0.4119743426
282	0.410819935
283	0.410146434
284	0.4091870621
285	0.40786533
286	0.407230061
287	0.406497463
288	0.4057578679
289	0.4051408213
290	0.4044935215
291	0.4037140081
292	0.4027699138
293	0.4016796875
294	0.4011258155
295	0.399879767
296	0.3993994392
297	0.3984359395
298	0.3974256
299	0.3966386618
300	0.3953244302
301	0.3943597727
302	0.3938660046
303	0.3930894612
304	0.3923977126
305	0.3917078518
306	0.3910577078
307	0.3898295546
308	0.3891089874
309	0.3884801365
310	0.387377376
311	0.3864469737
312	0.3853048234
313	0.3844363624
314	0.3838855106
315	0.3832887504
316	0.3820452692
317	0.3813679929
318	0.3806207212
319	0.3799174956
320	0.3791170667
321	0.3786214864
322	0.3778494986
323	0.3769541318
324	0.3758972042
325	0.3745111147
326	0.3739983942
327	0.3732567856
328	0.3726404186
329	0.3721952521
330	0.371667405
331	0.3709831568
332	0.3699954696
333	0.3691771202
334	0.3686048999
335	0.3674343086
336	0.3670440863
337	0.365930956
338	0.3653664375
339	0.364940777
340	0.3642971267
341	0.3636223421
342	0.3629176818
343	0.3621343428
344	0.3610994131
345	0.3602260944
346	0.3598647662
347	0.3592407227
348	0.3587430533
349	0.3580771031
350	0.357442262
351	0.3563947225
352	0.3555211018
353	0.3546948746
354	0.3535592431
355	0.3530363291
356	0.3525922449
357	0.3518284623
358	0.3507635058
359	0.3504596891
360	0.3498061725
361	0.3495429788
362	0.3486893172
363	0.347965478
364	0.3469144149
365	0.3460844123
366	0.3456870923
367	0.3452813154
368	0.3446217834
369	0.3442273075
370	0.3437185386
371	0.3431532901
372	0.3428897944
373	0.3426230016
374	0.3421577501
375	0.341440631
376	0.3402606516
377	0.3392193792
378	0.3389783344
379	0.3381489358
380	0.337781693
381	0.3375092874
382	0.3368689091
383	0.3362278763
384	0.3358027948
385	0.3351268021
386	0.334675293
387	0.3342813456
388	0.3338137534
389	0.3328835525
390	0.3324687148
391	0.3321945222
392	0.3316979603
393	0.3310683795
394	0.330555055
395	0.3302486962
396	0.329315626
397	0.3290332535
398	0.3284256705
399	0.3280598371
400	0.3274330753
401	0.3265653693
402	0.3263148105
403	0.3254292345
404	0.3250274092
405	0.3248854553
406	0.3245094032
407	0.324242711
408	0.3236923123
409	0.3230914747
410	0.3227372695
411	0.3221085696
412	0.3215642618
413	0.3209040754
414	0.3204707887
415	0.3194595683
416	0.3192134645
417	0.3188496698
418	0.3181085142
419	0.3179639427
420	0.3175869594
421	0.3169266974
422	0.3160901005
423	0.3154584055
424	0.3147956014
425	0.314479024
426	0.3142462095
427	0.3135384534
428	0.3133245157
429	0.3123537421
430	0.3120436332
431	0.3114291036
432	0.3109910599
433	0.3107614922
434	0.3104307949
435	0.3102015796
436	0.3096648478
437	0.3093918633
438	0.3089485593
439	0.3087115164
440	0.308277676
441	0.3074893535
442	0.3068588162
443	0.3065878453
444	0.3059754802
445	0.3057499396
446	0.3053110402
447	0.3045906743
448	0.3044173345
449	0.3041821289
450	0.3037141088
451	0.3033067715
452	0.3031012655
453	0.30243081
454	0.3016569094
455	0.3010760813
456	0.3005666579
457	0.2998709327
458	0.299249104
459	0.2991068732
460	0.2985395105
461	0.2983570846
462	0.2977373953
463	0.2972053197
464	0.2968827018
465	0.296661163
466	0.2961041197
467	0.2957604351
468	0.2952999909
469	0.2948914959
470	0.2945967149
471	0.2943959156
472	0.2940549744
473	0.2934682819
474	0.2933568077
475	0.2928067111
476	0.292336602
477	0.2920192443
478	0.2917677795
479	0.2915695977
480	0.2914290784
481	0.291049553
482	0.2909084045
483	0.2906669318
484	0.29053497
485	0.2899229824
486	0.2895716213
487	0.2890789354
488	0.2885248872
489	0.2883299523
490	0.2879052734
491	0.2874949158
492	0.2872913982
493	0.2870001661
494	0.2865308876
495	0.2862433553
496	0.2859176416
497	0.2851478938
498	0.2850190279
499	0.2846700326
500	0.2845464522
501	0.2838268917
502	0.2834144954
503	0.283301184
504	0.2830644934
505	0.2827850405
506	0.2824457857
507	0.2821656784
508	0.2814600113
509	0.281010415
510	0.2806494896
511	0.280251792
512	0.2801169106
513	0.2797229633
514	0.2793776679
515	0.2792263259
516	0.2789175761
517	0.2787392779
518	0.2786162764
519	0.2784627195
520	0.2781278945
521	0.2779185124
522	0.2773487587
523	0.2771963847
524	0.2771004903
525	0.276708179
526	0.2765669801
527	0.2760912583
528	0.2758724126
529	0.2754431026
530	0.2752598713
531	0.2748940883
532	0.2747792415
533	0.2746695544
534	0.2745329867
535	0.2741378816
536	0.2739575699
537	0.2738689997
538	0.2734540361
539	0.2729236972
540	0.2726682305
541	0.2724143243
542	0.272143756
543	0.2716520014
544	0.2713517337
545	0.2711932436
546	0.2709466364
547	0.2707882722
548	0.2702848139
549	0.2701662673
550	0.270124109
551	0.2699415573
552	0.2697888561
553	0.2694653824
554	0.2689275934
555	0.26861459
556	0.2683584941
557	0.2679068843
558	0.2677779679
559	0.2676679033
560	0.2675013591
561	0.2672586531
562	0.2668826514
563	0.2668106677
564	0.2664917999
565	0.2658102952
566	0.2656377356
567	0.2652368164
568	0.2651310305
569	0.264889583
570	0.2647804245
571	0.2645920838
572	0.2644958119
573	0.2641704756
574	0.263902978
575	0.2638062279
576	0.263690777
577	0.2634186987
578	0.2630413126
579	0.2629357784
580	0.2627516159
581	0.2621715176
582	0.2618092582
583	0.2614859858
584	0.2613869201
585	0.2612479613
586	0.2611136336
587	0.2609834337
588	0.2608906351
589	0.260809817
590	0.2602448454
591	0.2601162311
592	0.2598126409
593	0.259614132
594	0.2595330873
595	0.2593212387
596	0.2589090689
597	0.25877084
598	0.2586194225
599	0.2584285146
600	0.2582401991
601	0.2581366281
602	0.2578907508
603	0.2577873057
604	0.2574731445
605	0.2571444859
606	0.2566410025
607	0.2564977901
608	0.2558635531
609	0.2557994221
610	0.2555857865
611	0.2555032569
612	0.2553062077
613	0.2552242067
614	0.2550363442
615	0.2547558342
616	0.2544622866
617	0.2543664425
618	0.2541528069
619	0.2540951192
620	0.2539640635
621	0.2538736811
622	0.2538059762
623	0.253524258
624	0.253229905
625	0.2528686775
626	0.2527247856
627	0.2526299986
628	0.2525126097
629	0.2521447376
630	0.2519351542
631	0.2518202571
632	0.2516991432
633	0.2516036515
634	0.2514708843
635	0.251389286
636	0.2512766541
637	0.2508924472
638	0.2508114781
639	0.2504987013
640	0.2503621839
641	0.2501336733
642	0.249994941
643	0.2499268585
644	0.2498539687
645	0.249530797
646	0.2493055584
647	0.2491667254
648	0.2488000111
649	0.2486839814
650	0.2485588907
651	0.24835044
652	0.2479468025
653	0.2478790472
654	0.247812651
655	0.2477030898
656	0.2470767558
657	0.2469378222
658	0.246876787
659	0.2466881695
660	0.2465921241
661	0.2464347163
662	0.2461727811
663	0.2459314342
664	0.245821571
665	0.2456898105
666	0.245538393
667	0.245358786
668	0.2452849901
669	0.2452116473
670	0.2451073715
671	0.2450063426
672	0.2449397954
673	0.2448748591
674	0.2447784864
675	0.2446639669
676	0.2445608741
677	0.2444615818
678	0.244354764
679	0.2442887957
680	0.2441487043
681	0.2436970945
682	0.2435914848
683	0.2435246104
684	0.2433174684
685	0.2431080612
686	0.2429163982
687	0.2428789465
688	0.2427625896
689	0.2426314836
690	0.2424109768
691	0.2423002577
692	0.2422444829
693	0.2421295606
694	0.2420190933
695	0.2419192222
696	0.2418412985
697	0.2415671563
698	0.241483041
699	0.2411942252
700	0.2408740989
701	0.2407844716
702	0.2406257551
703	0.2404385219
704	0.2401708733
705	0.239880648
706	0.2397659522
707	0.2396399807
708	0.2395674936
709	0.2393294439
710	0.2389656743
711	0.2387018011
712	0.2383536616
713	0.2382857804
714	0.2381780565
715	0.237961451
716	0.2377268998
717	0.2375613372
718	0.2374780525
719	0.2372379893
720	0.2371176053
721	0.2370044197
722	0.2369291892
723	0.2366116302
724	0.2365395206
725	0.2364383155
726	0.2363695031
727	0.2363056238
728	0.2361706921
729	0.2356941396
730	0.235577682
731	0.2353959357
732	0.2353266954
733	0.2352042979
734	0.2350301778
735	0.2347993013
736	0.2347041871
737	0.234551486
738	0.2344636205
739	0.2342457313
740	0.2341788066
741	0.2338728506
742	0.2337175066
743	0.2336520669
744	0.2333459095
745	0.2331202179
746	0.2328820423
747	0.2327510118
748	0.2326839361
749	0.2326366432
750	0.232547922
751	0.2325020639
752	0.2324278904
753	0.2321856123
754	0.2320764789
755	0.2318044509
756	0.2317429879
757	0.2313791932
758	0.2312403351
759	0.2311626379
760	0.2308383336
761	0.2307144008
762	0.2303922862
763	0.2302703669
764	0.2301724086
765	0.2300317886
766	0.2298257541
767	0.2297594334
768	0.2296839512
769	0.229489142
770	0.2293988603
771	0.229325291
772	0.2289355972
773	0.2288415653
774	0.2285894964
775	0.2283841163
776	0.2281382641
777	0.2279851099
778	0.2278287089
779	0.2277140132
780	0.2276601009
781	0.2275731415
782	0.2275255718
783	0.2272125685
784	0.2268988855
785	0.226843161
786	0.2267873611
787	0.2266485029
788	0.2264650451
789	0.2263915009
790	0.2262428268
791	0.2261383245
792	0.226089874
793	0.2258910881
794	0.225730358
795	0.2253249839
796	0.2250571843
797	0.2249978355
798	0.2249097183
799	0.2248612425
800	0.2245664365
801	0.2244858197
802	0.22439584
803	0.224259373
804	0.2241502144
805	0.2240375826
806	0.2236165532
807	0.2235551154
808	0.2234011306
809	0.2233155304
810	0.2232266833
811	0.223184827
812	0.2231108298
813	0.2230414888
814	0.2229596388
815	0.2229094263
816	0.2228407901
817	0.2227647541
818	0.2227139125
819	0.2226177916
820	0.2225512947
821	0.2224005567
822	0.2222810788
823	0.222214582
824	0.2221467763
825	0.222063693
826	0.2218475656
827	0.2217817483
828	0.2217230288
829	0.2216634534
830	0.2215704786
831	0.2214759182
832	0.2214089934
833	0.2212554617
834	0.2210849911
835	0.2210359868
836	0.2209979563
837	0.2209508145
838	0.2204778864
839	0.2203337931
840	0.219910121
841	0.2198611167
842	0.2196725999
843	0.2196133517
844	0.2194545848
845	0.2194021575
846	0.2193277324
847	0.2191184007
848	0.2188138793
849	0.2185766602
850	0.2183862556
851	0.2183234838
852	0.2182621215
853	0.2181916982
854	0.2181366281
855	0.2177585625
856	0.2176117006
857	0.2174766179
858	0.2174136195
859	0.2173308634
860	0.2171159945
861	0.2169929426
862	0.216776941
863	0.2167313597
864	0.216688094
865	0.2165529609
866	0.2162942725
867	0.216224403
868	0.2160857462
869	0.216042707
870	0.2156559832
871	0.2155045153
872	0.2154330853
873	0.215318012
874	0.2152753
875	0.2151479694
876	0.2151034703
877	0.2150117288
878	0.2149278904
879	0.2148277173
880	0.2147692997
881	0.214694346
882	0.2146138048
883	0.2144744936
884	0.2144296422
885	0.2143701675
886	0.214147773
887	0.2139630819
888	0.213860115
889	0.2137916801
890	0.2137509816
891	0.2135379752
892	0.2134877628
893	0.213368159
894	0.2133083572
895	0.2131132964
896	0.2130439554
897	0.2129019763
898	0.2128296402
899	0.2127751238
900	0.2125759101
901	0.2125173919
902	0.2124529337
903	0.2123044358
904	0.2122339371
905	0.2121661314
906	0.211963545
907	0.2117508658
908	0.2116410277
909	0.2114320484
910	0.2113539737
911	0.2112613513
912	0.2111914566
913	0.2110674105
914	0.2109175535
915	0.2107579434
916	0.2107058936
917	0.2105321888
918	0.2104600666
919	0.2102085766
920	0.2101389462
921	0.2100767281
922	0.2099215478
923	0.2098743431
924	0.2097968221
925	0.2097374607
926	0.2095113412
927	0.2094506207
928	0.2092976049
929	0.2092374507
930	0.2091534487
931	0.2091173184
932	0.2090694593
933	0.2090007349
934	0.2089384917
935	0.2088808795
936	0.2088115385
937	0.2084792304
938	0.2084046039
939	0.2081694739
940	0.2080320881
941	0.2079627723
942	0.2077241312
943	0.2076389462
944	0.2075948373
945	0.2075493944
946	0.2074750196
947	0.2072867167
948	0.2072305392
949	0.2071730403
950	0.2070049483
951	0.2068380895
952	0.2067720079
953	0.2067327944
954	0.2066686886
955	0.2066314508
956	0.2066028587
957	0.2064684933
958	0.2063145588
959	0.2062623706
960	0.2061957605
961	0.2059877124
962	0.2059199571
963	0.2057453336
964	0.2056670702
965	0.2054496844
966	0.205322467
967	0.2052783832
968	0.20523586
969	0.2051647446
970	0.2050371748
971	0.2049047096
972	0.2048530877
973	0.2047756046
974	0.2047131474
975	0.2045810723
976	0.204521648
977	0.2044512499
978	0.2042655017
979	0.2041784039
980	0.2038711768
981	0.2037994825
982	0.2037675806
983	0.2037158958
984	0.2034818984
985	0.2030453523
986	0.2029895523
987	0.2028948534
988	0.2027889291
989	0.2027249492
990	0.2025347586
991	0.2024582444
992	0.2024179612
993	0.2023588011
994	0.2021489912
995	0.2019012262
996	0.2018437651
997	0.2017115768
998	0.2015370792
999	0.2014853188
1000	0.201414279
1001	0.2010081749
1002	0.200816814
1003	0.2006327269
1004	0.2005907826
1005	0.2005482341
1006	0.2004209916
1007	0.2003600067
